id	tweet	subtask_a	subtask_b	subtask_c
97580	@USER @USER Wonder how many children he molested	OFF	TIN	IND
54991	@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.	OFF	TIN	IND
55051	@USER @USER @USER @USER @USER @USER This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope.	OFF	TIN	OTH
59090	Antifa Caught Off Guard After Getting Confronted By The Last Person They... URL via @USER	NOT		
23159	@USER Ouch!	OFF	UNT	
58548	@USER @USER Wonder if he apologized to Diamond and Silk for calling them a “minstrel show?”  He should have been fired but there he is making faces.	OFF	TIN	IND
41277	@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly	OFF	TIN	GRP
51592	@USER John Podesta is a spirit cooking pedo. Here's a photo of him and Valerie Jarrett in a rather compromising situation.  #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL	OFF	TIN	IND
38752	@USER @USER Somebody's terrified.  What will happen when the #American public knows the #truth about what you've been doing? #DrainTheDeepState   #MAGA #Trump2020 #KAG  URL	NOT		
88585	@USER @USER @USER My auto correct Gggrrr she is a *crazy witch*	OFF	TIN	GRP
14234	"@USER @USER When I turned the speech on it sounded to me like Liberals becoming another nasty party"" with his personal attacks on various individuals."""	OFF	TIN	GRP
56476	@USER Who she thinks she is to talk to a referee like that and expect everyone to support her! Or treat her specially?	NOT		
97329	@USER Another negative Democrat who refuses to disappear!	OFF	TIN	IND
85409	.@USER As my elected MP could you please explain why @USER is still promoting ideas that the EU have already rejected? We've 6 months to go and nothing appears to be moving onward. @USER are like the blind leading the blind #brexitshambles #BrexitMeansBrexit URL	OFF	TIN	GRP
83153	@USER Getting out of the Paris Climate Agreement is what 64m voters wanted! Obama committed us to $100B towards that agreement! We keep paying for the third world countries and we are going broke! It does not help when places like Cal. have 3m illegals either!	NOT		
14118	@USER So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme	OFF	TIN	IND
48263	@USER Can you believe we just had a President with a fake ID?	NOT		
80449	Old article but its going to be relevant very soon....#ClintonFoundation #MAGA #ClintonCrimes URL	NOT		
32122	@USER All of them! 😂😂 URL	NOT		
65470	@USER @USER @USER I don't think you have a clue what leadership and liberals have the temperament of 2 year old children being told no....you have the intellectual brilliance of a goat.. please stop tweeting. TDS  is making look quite the fool..	NOT		
61533	@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him	OFF	TIN	GRP
31469	@USER @USER Sorry to hear about the loss of your friend  :(	NOT		
53663	@USER @USER Characterizations of famous people are very funny. But not if they are black. Cue the race baiters in 3...2...1...	NOT		
40857	@USER @USER @USER @USER He’s dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you can’t even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish🙄🙄🙄	OFF	TIN	IND
23228	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER They get testy and decide you're a paid shill"" a lot, if you end up hanging around QAnon you'll get used to it."""	OFF	TIN	GRP
98137	@USER @USER @USER How could anyone want to vote for a Democrat who wants open borders and gun control	NOT		
85415	@USER He is in a full blown temper  tantrum over Manafort.	NOT		
78473	@USER @USER @USER Trump is a very sick man. He is toxic and mean spirited.	OFF	TIN	IND
30890	#VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL	OFF	TIN	GRP
92935	@USER #oshaeterry #ThugLife #Criminal Behaved as an Ordinary Disposable Criminal. #MAGA #MAGA2020 #MAGARallyRules #TexasPolice	OFF	TIN	IND
86626	@USER @USER She is full of bunk.	OFF	TIN	IND
14408	@USER I believe you are correct Chico the wise chihuahua!!❤️❤️❤️	NOT		
41887	@USER I hope you are right	NOT		
26033	@USER @USER Only if the self-serving @USER don't stand and reject Mrs May's de facto #remain surrender.  Now begone with that insurgent hashtag.	NOT		
76439	@USER Yeah but I think what he is saying is addiction is a life long battle. Regardless of if he relapsed or not Josh has to keep those demons at bay every day.	NOT		
84294	@USER I think she is the one mad.  She didnt like being called out so she is trying to make them bully me. 😆	OFF	TIN	IND
53037	@USER @USER @USER so she is disgusting to you because she is a Rangers fan! you are disgusting to me because you support breaking up the union!  #proudtobeBritish 🇬🇧	OFF	TIN	IND
81018	"@USER @USER It's almost as if 50 years ago (1968) something changed about how gun control was discussed by the NRA.  How the NRA went from backing gun control to America’s most powerful lobby group"" URL"	NOT		
54335	"13/? BOOOM.   The MAC telling the @USER to pay the public sector properly. Have that There's no magic money tree"".   But this is a disaster. It means the #NHS is in crisis and competing with other sectors. URL"	NOT		
62586	@USER @USER I thought they said numbers were up? Someone lied.	NOT		
70286	@USER @USER He is pitiful!  Reason economy is soaring is that he is out of office and President Trump is get rid of his pen and phone regulations!  His legacy is being shattered and he knows it.  His speeches are only about him.  Democrats have no message 😎 vote Republican in November!🇺🇸	NOT		
88302	@USER All those fund raising dinner party's with oligarchs and their stories of ripping the old Soviet Union to pieces for their own personal gain was a light bulb moment for many @USER . #Brexit will be a very lucrative endeavor for most of them.	NOT		
14590	@USER Some antifa types might even show: sort of like a mini-G8 donybrooke then?😎	NOT		
93280	@USER @USER @USER i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control. so this seems odd...?	OFF	TIN	IND
97831	@USER Look at all these racist white liberals freaking out because I said Tom Arnold has white privileged.	OFF	TIN	GRP
82366	@USER Hubby rushed me *shakes fist* will flick a pic thru this evening when I feed em again. By the way he is still the boss	OFF	TIN	IND
70315	@USER @USER OMG !!!! Really !!! #FrankOz ... Liberals ruins Everything ... #DefundPBS..	OFF	TIN	GRP
17909	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lies on top of lies that is the antifa and democrats way	NOT		
68350	@USER You can't lump small l Liberal conservatives in with the far right nutbags.......	NOT		
83457	@USER @USER Wow!!! Never thought I'd see the left actually admitting they want to shut down free speech unless it's their own. At least they are admitting they are the  facist. After all they did create the 2 most facist groups...ANTIFA and KKK.	OFF	TIN	GRP
25407	@USER Bono is gone to the dark side ..Globalism	NOT		
19932	"@USER @USER What's a ten commandments?"""""	NOT		
67747	@USER @USER An excellent idea @USER  She is so intelligent and relentless.	NOT		
33095	@USER Awful	OFF	TIN	OTH
50390	@USER I don't know anything about the kkk although I believe the democrats fund them like they always did.  I think the Dems main terror group these days is antifa.	OFF	TIN	GRP
59395	@USER Liberal MP Leona Alleslev’s decision to cross the floor &amp; join the Conservatives would seem to be a betrayal of her supporters. Did she consult those who voted her in? Seemingly it’s legal? Imagine if #DougFord decided to cross the floor &amp; become the Liberal Premier. 🤔 😂	NOT		
38444	@USER @USER @USER She is absolutely useless. Everyone knows it except for her and the media.	OFF	TIN	IND
74736	OHIO we have to make sure we get Jim Renacci elected for Senate. America is here for you.  Let's all #MAGA together - URL URL	NOT		
77647	@USER Does anyone care what that dirtbag says???	OFF	TIN	IND
16113	"@USER @USER @USER You're asking Liberals to use Reason and Logic. Look at these people, they have been suffering a collective psychosis for almost 2 yrs and get crazier by the hour. If their educated elite"" are Batsht crazy, their sheep/foot soldiers are likely certifiable. They are beyond help. URL"	NOT		
17278	@USER @USER @USER @USER Hope she serves as a beacon to other Liberals who feel the same way....there must be more of them...I hope there's more of them..there must be more with morals and a conscience	NOT		
63382	@USER @USER @USER I hope the voters of the UK won’t forget what a shambles @USER @USER and  @USER have made of this. Lack of leadership has left us in the doldrums and betrayed both those who voted Leave and the rest of the UK. #BrexitBritain	NOT		
38806	@USER Hopefully your obesity catches up with you by then	OFF	TIN	IND
18714	@USER That’s why conservatives are so afraid of weed. They think it will make them love black people.	NOT		
37482	@USER no shhhh he is proud of u	NOT		
18028	Remember when OK was OK. #Tcot #ccot #MAGA #KAG #Qanon #WalkAway  #WWG1WGA #Kavanaugh URL	NOT		
95987	#fordnation #onpoli #Conservatives #Conservative #onpc  Just because you can doesn't mean you should. Great power comes with great responsibility. By invoking art. 33 and overriding our judicial processes you're overriding our democracy.  URL	OFF	UNT	
65587	"@USER @USER Common sense gun control"" would indicate Looney Leftists should not be in possession of firearms.  For their own safety."""	NOT		
93396	@USER 1. Six year-old tweet from an account I don't control referencing my previous time slot 2. Refers to Bloomberg's call for gun control. Not mine. Michael Bloomberg.	NOT		
88956	@USER Exactly this Anna! She is full of it.	NOT		
87311	@USER Get another disgrace.	NOT		
81763	"@USER @USER @USER I want to make clear I don't think gun control"" is the answer people are looking for as far as gun violence is concerned. I do find that people should focus on mental health and bullying in schools if they want to address the root of the problem."""	NOT		
25469	@USER She’s one of those ‘kooky’ liberals.	OFF	TIN	IND
74815	@USER Like if you didn’t get fired from ESPN	OFF	TIN	IND
48283	@USER @USER I don't understand how it's racist tho..	NOT		
20855	@USER It’s (she) is a real problem.	NOT		
67895	@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.	OFF	TIN	IND
99912	@USER @USER Poor sad liberals. No hope for them.	OFF	TIN	GRP
69106	I got more common sense than all of my followers  :)	OFF	TIN	GRP
36268	@USER @USER @USER @USER @USER @USER You're absolutely insane if you think a hearing for a supreme court judge is a appropriate place for a mourning father to talk about gun control. He doesn't enact laws....he upholds them. He should have demanded his state senator shake his hand	NOT		
